Datetime,Engine_RPM,Injector_Flow_Rate,Injector_Pulse_Width,Injector_Timing,Fuel_Pressure
2023-12-21 07:40:00.000000000,1620.8487130700028,161.13696432573414,3.1512526764333217,15.287632286253988,0.2139197195592
2023-12-21 07:40:01.381381381,1558.6983113648816,159.14351673161426,3.7998561280434706,15.14475698719144,0.16638200410159998
2023-12-21 07:40:02.762762762,1744.0616026504933,165.1237380497565,3.0,17.0,0.18083028212695856
2023-12-21 07:40:04.144144144,2120.8665998822044,154.05898811570518,5.0,16.38754756653089,0.1762453827526001
2023-12-21 07:40:05.525525525,1504.876745412271,169.61276339301367,4.866270063115211,15.139102434353955,0.18499780370636348
2023-12-21 07:40:06.906906906,1500.0772222516375,146.99456060550466,3.2242434511486935,17.0,0.2139197195592
2023-12-21 07:40:08.288288288,1203.2010618548536,124.10125882048757,3.1223525309010958,14.20566780924262,0.20453903486556008
2023-12-21 07:40:09.669669669,947.9383189936415,126.78388606130677,3.528955604418676,17.0,0.1752115040176586
2023-12-21 07:40:11.051051051,1469.8023819927548,123.29015602578329,3.9271130040076794,15.608760610691213,0.1982732286495011
2023-12-21 07:40:12.432432432,1966.9795773331236,150.91196929880883,3.0,17.0,0.2139197195592
2023-12-21 07:40:13.813813813,1488.6682938516078,102.61110171715009,3.0,16.387003648658364,0.18099737676267577
2023-12-21 07:40:15.195195195,1009.8253126419756,100.0,3.0,16.028874545639834,0.17776611804615008
2023-12-21 07:40:16.576576576,2177.5108784636577,164.1477695173929,3.4034738762252856,13.582192998435168,0.17032341459446998
2023-12-21 07:40:17.957957957,1780.3521897968828,171.02292116827823,3.1870052633361623,17.0,0.2139197195592
2023-12-21 07:40:19.339339339,1558.8811706308777,137.39750289069764,3.0,17.0,0.2020196236417785
2023-12-21 07:40:20.720720720,1416.4580774455858,131.3386176614606,3.003841385652014,13.971885913424039,0.212010700034676
2023-12-21 07:40:22.102102102,1132.7718800849455,148.38609777491772,3.0,14.122845540282697,0.2139197195592
2023-12-21 07:40:23.483483483,1103.65920995251,170.44503802970326,3.034964777169627,15.210426365585525,0.16638200410159998
2023-12-21 07:40:24.864864864,1157.6167265883928,111.01005478106032,4.470003648177677,16.414152958261234,0.16638200410159998
2023-12-21 07:40:26.246246246,1729.7612193693894,172.92572177561965,3.3255271532982924,17.0,0.17460944676397652
2023-12-21 07:40:27.627627627,1618.8690381396602,153.3927421426089,5.0,16.90525595697346,0.1796056087860274
2023-12-21 07:40:29.009009009,1803.7106254639798,160.4292627649905,4.13578528049643,14.319326328722195,0.1976311538321114
2023-12-21 07:40:30.390390390,1731.8817649000068,176.82457229198238,3.2042924452040484,15.735917372521897,0.18453272466948495
2023-12-21 07:40:31.771771771,1370.853477825725,152.27370041160555,3.0,13.881859335306936,0.16638200410159998
2023-12-21 07:40:33.153153153,1362.8933563205578,199.96911183127543,3.854625248530879,16.101324003710733,0.17274506032629788
2023-12-21 07:40:34.534534534,1452.5203207602776,163.95410998165656,3.6438398692273224,13.0,0.1709100785242816
2023-12-21 07:40:35.915915915,1587.3173859394574,171.3227175021499,3.5114881209360873,16.842511956315924,0.1948258521075391
2023-12-21 07:40:37.297297297,1891.4751817189199,100.0,5.0,15.757869588959313,0.2139197195592
2023-12-21 07:40:38.678678678,913.5502408228456,177.8155229610941,4.116603740527088,15.832436188257576,0.1925542879212333
2023-12-21 07:40:40.060060060,1806.2685876088588,191.98584926897408,4.009423594902053,16.77682842302548,0.2139197195592
2023-12-21 07:40:41.441441441,1343.4132980257684,105.79876618332966,3.7026752667993206,16.79086874029796,0.16638200410159998
2023-12-21 07:40:42.822822822,1311.6972337096297,160.00117103197087,3.0,17.0,0.16996757451099764
2023-12-21 07:40:44.204204204,1490.6152957937566,188.76083936706178,3.0,15.333907311954539,0.2139197195592
2023-12-21 07:40:45.585585585,800.0,147.1931487845127,3.8867180094035323,17.0,0.16638200410159998
2023-12-21 07:40:46.966966966,1166.3869120241748,105.67212706261888,4.423609060222495,13.0,0.2018224737002436
2023-12-21 07:40:48.348348348,1309.5233634414953,100.0,3.7406300527066105,14.116977885767476,0.16638200410159998
2023-12-21 07:40:49.729729729,1436.6444037797946,119.53269272613606,4.491215957079822,13.388712263089904,0.1721846789946544
2023-12-21 07:40:51.111111111,976.9460217161649,149.48906278739156,4.089610402110003,13.920896159170258,0.16638200410159998
2023-12-21 07:40:52.492492492,1747.6553379410452,163.29109685636044,3.824704723814603,17.0,0.16638200410159998
2023-12-21 07:40:53.873873873,1353.0460478252944,147.99064459798666,3.4368654162854027,13.0,0.2139197195592
2023-12-21 07:40:55.255255255,1668.4691461079965,200.0,3.0,14.313233374149021,0.1810187793842817
2023-12-21 07:40:56.636636636,1515.8117588259404,111.32629258006648,3.970303686325493,13.532163860622093,0.18043817576511853
2023-12-21 07:40:58.018018018,1412.8360420652502,140.06000106525505,4.0695025188438665,13.92161617352046,0.17807285989655086
2023-12-21 07:40:59.399399399,1555.240795821121,154.52429375938812,3.639706686523145,14.415948216873828,0.2139197195592
2023-12-21 07:41:00.780780780,1487.2814783060246,119.35598365480779,3.251274165991395,17.0,0.18959723968723688
2023-12-21 07:41:02.162162162,1314.4287199170662,168.1517714312444,4.625896680034948,17.0,0.1734166949153391
2023-12-21 07:41:03.543543543,1474.334313937503,140.3195067309219,3.0,15.799822989525635,0.17409664687618687
2023-12-21 07:41:04.924924924,1038.3912280747825,130.81850829678007,3.0,13.868521564457797,0.17739082109534854
2023-12-21 07:41:06.306306306,1114.8856290939061,127.93551870172381,4.607221657222307,13.0,0.20064558488309306
2023-12-21 07:41:07.687687687,829.1852689033276,167.8459862348032,3.0,15.134750909413164,0.18484744925176574
2023-12-21 07:41:09.069069069,1265.6512124861583,151.54445137668915,5.0,17.0,0.2139197195592
2023-12-21 07:41:10.450450450,1466.973129042539,200.0,2.7037016160660072,8.575904901172894,0.1990093481670271
2023-12-21 07:41:11.831831831,861.7697614161611,238.25330373367143,2.10752703292902,8.0,0.17032771092958568
2023-12-21 07:41:13.213213213,1479.9932877019305,296.307361665267,2.0,9.23496334530035,0.18206640242506592
2023-12-21 07:41:14.594594594,1469.5660707992693,266.59413430167126,3.0,10.753554139154442,0.20050432877148566
2023-12-21 07:41:15.975975975,1490.5079333508227,266.2686811301246,2.7413499100631813,9.511987859238968,0.19994843460785244
