Engine_RPM,Injector_Flow_Rate,Injector_Pulse_Width,Injector_Timing,Fuel_Pressure
2882.026172983832,265.48619124656494,2.398941486432169,12.0,2.8716833598459433
2200.078604183612,213.1271903061776,2.0833844996632602,11.174033483857194,2.757738532849832
2489.3689920528695,200.0,3.0,9.205294692160253,3.0399396383346846
3120.446599600729,221.88725854174754,2.5953245020386047,10.867099272104596,2.905525537271962
2933.778995074984,200.0,2.411094803175702,11.000594186015185,2.413166
1511.3610600617944,291.21949651720564,2.0,12.0,2.7994384246767847
2475.044208762795,300.0,2.9861311664206234,8.0,3.036415367696533
1924.321395851151,300.0,3.0,9.055551320075487,2.9654779818096406
1948.390574103221,235.93810302835442,2.3774634783704034,10.285986550619342,2.459640129700143
2205.2992509691862,250.83532538014424,2.1883730949439815,8.67125088291225,2.705048648903071
2072.021785580439,300.0,2.3020005669971813,11.998340530868271,2.6749977656858404
2727.1367534814876,219.95424817916415,2.0,8.553954636247639,2.736956565535273
2380.518862573497,256.6468633551201,3.0,8.151463133236259,2.9416032017545213
2060.837508246414,200.0,2.501721969217109,8.687282225942507,3.0214220526559297
2221.9316163727126,200.0,2.499901614945725,12.0,2.462779534777703
2166.8371636871334,221.53159971718543,3.0,12.0,2.413166
2747.039536578803,281.81333500532594,2.1134588760878645,11.192783970142099,2.983041860380769
1897.4208681170996,211.61753851789996,2.299372531414458,10.632208774316103,3.0785982757839077
2156.533850825451,280.9239741664293,2.4423216178136706,8.0,2.897585842871267
1572.9521303491376,259.1580610077843,3.0,8.0,2.828231407372501
800.0,300.0,3.0,8.0,2.4742654359554024
2326.8092977201804,200.0,2.958534310598962,8.875996620105456,2.413166
2432.218099429753,200.0,2.8644465358939275,8.0,2.6798426048091084
1628.9174897967791,200.0,2.7760160715052318,9.44155666512858,2.413166
3134.877311993804,242.57182450571054,2.0,9.963390886400726,2.5313095115918656
1272.8171627006177,300.0,2.3019734109149366,9.314514205268194,2.85925383544195
2022.879258650723,259.2661691699193,2.1434281889580653,10.865131901648653,2.9716596674267666
1906.4080749870832,282.9230463085874,3.0,10.168388163081172,3.02667334595607
2766.3896071792287,247.52319490524133,2.223567103590378,8.0,2.914754280170118
2734.679384950143,261.8699424761199,3.0,8.0,2.413166
2077.473712848458,200.0,2.3170458349532983,11.330096793137775,2.5633167336296574
2189.0812598010866,300.0,2.051184979171963,11.832966359700915,2.5175759746019253
1556.1071261849436,274.1211017010927,3.0,8.600846617786996,3.102642
1009.6017658880365,200.0,2.5864709270823543,11.518521249786513,3.102642
1826.0439253369236,200.0,2.6413442481418437,12.0,2.413166
2078.17448455199,276.6534091921778,3.0,12.0,2.413166
2615.14534036386,244.5338391510242,2.399325919178225,12.0,2.939438124957902
2601.1899243922057,235.84082902729162,2.1596571224653407,10.636944659199578,3.102642
1806.336591296024,300.0,2.9016375118666855,8.0,2.6324851936070224
1848.8486247123321,221.56913798252333,2.3289180850147306,8.918256013482248,2.747201542818194
1475.7235174664538,207.50767684933916,2.2637555789004757,8.0,2.6325495382232242
1289.9910314105123,286.2223248385532,2.153871550920577,9.902749955702925,3.102642
1146.8649046874937,280.2949173988123,2.4766643681406655,8.0,2.413166
2975.387697615895,200.0,2.1902099558753325,8.0,2.9693008452433305
1745.1739091241732,289.4716553233407,2.9347630037636243,10.917003017677729,2.7728894538706728
1780.9628491944068,300.0,2.426558573617015,8.0,2.7980825999545336
1373.602319975037,233.2230095527969,2.6640458815339816,8.0,2.558436923421874
2388.745177915955,219.61939073311117,2.0,8.0,2.413166
1193.0510762210242,213.63790594810794,2.903917151526402,8.37763086574192,2.717401632369969
1893.6298598930157,292.57043355861896,2.8303320145509967,11.366635054547242,2.5906417755759836
1552.2667194031621,294.42082900923845,2.8894250225683398,10.686303354309459,3.102642
2193.451248929631,200.0,3.0,12.0,2.809047761259484
1744.5974312155636,300.0,2.689788102842222,10.793465167642653,2.7477615930417887
1409.683907938794,300.0,2.825964774458423,12.0,3.0598368489050696
1985.9088858306725,264.7299705883685,2.6760000791777636,8.0,2.8043773704551542
2214.1659352652086,200.0,2.258130557013679,8.0,2.7868841983536776
2033.258611191584,289.61887264974376,2.4321285650657094,10.713406794980868,3.0657950157040177
2151.2359488698908,200.0,2.4325142853368513,10.321843866756243,2.710179717548778
1682.8389531595183,286.99153589240626,3.0,9.080445119641215,2.6711922424512995
1818.629417006431,300.0,2.0728372552804935,8.0,2.947174521591039
1663.7697761120244,297.9104050139608,2.0,10.466295725766223,3.102642
1820.2234192297294,200.0,2.991455328269048,8.0,2.413166
1593.426858977773,213.59345861233393,2.9013874800722976,8.497588493098732,2.712216887017532
1136.8586988341617,287.1249233594995,2.2663018218026085,8.0,2.413166
2088.7130711268765,245.89280199417678,2.0,8.986758980233923,2.965707855231413
1799.1095318958692,200.0,2.0,12.0,2.9254904666411945
1184.9008265169778,228.091047425766,2.9435983359157154,12.0,3.102642
2231.391127762887,249.73041705650758,2.5381410254290753,9.283518921319954,2.5202155879980292
1546.350817808379,200.0,3.0,10.682079758560334,2.8885566137830465
2025.9726978980696,300.0,2.167181840503112,11.431926781207627,2.892173628698732
2364.545281088768,290.5594931381239,2.3293631280736316,8.1947338401973,3.102642
2064.4914553787053,257.4680456176468,2.247672006831503,11.812340345640672,2.7970856127887167
2569.7003422716502,213.2272159244582,2.663786676754827,8.0,2.413166
1382.5870898231738,234.3516736333488,3.0,10.512894727077354,3.102642
2201.1708205887744,217.3291892827368,2.873265724502846,11.274301065226352,2.5935415871538754
1657.5949545298433,200.43871315024566,3.0,10.90144770110581,3.102642
1564.6014254090592,257.4483190349294,2.463731445103018,12.0,3.102642
1710.5751676177922,300.0,3.0,10.934900160918378,3.102642
1844.2237339363137,240.49756007092677,2.5355714891949255,10.801784202870358,2.8190474052648544
2028.0826711148727,229.38680596681442,2.0,12.0,2.658777308679734
1417.4250796083218,258.93100994129685,3.0,8.438887875935745,3.102642
2450.4132434770936,289.08405764884446,2.379463064780506,11.750932632941831,3.0509971865291607
2232.8312198652297,223.76797987172412,2.4210978557100975,12.0,2.6258407530912704
1231.878156861388,200.0,2.762728798025888,9.051913430805795,2.5437169092208753
2744.1260968978,297.27380917700884,2.0,8.0,3.102642
2947.9445880152916,200.0,2.9674027062527606,11.139377415252664,3.102642
2589.3897855798255,276.74938157266325,2.9229731083334594,12.0,3.102642
1910.0375820938245,245.20203512960688,2.559232332745001,10.587584329620443,2.8083896614650032
1464.6236892447287,205.17965582039764,2.75145723358263,8.0,2.413166
2527.225863465568,300.0,2.400861460095839,11.189676002091437,2.8652166415370046
1798.41152651341,299.8696530736051,2.882767913898559,8.948064724401654,3.08634589133891
2611.222535191214,278.8233818694588,2.9536694781631074,11.39594932921879,2.7107091452461445
2104.13748903843,272.00004192428617,2.598695586353019,12.0,2.81236565723428
2488.3195182418563,273.7735052240917,3.0,12.0,3.08431816464182
2178.183198587201,200.82113321127116,2.005334975831435,12.0,3.102642
2353.286584095974,221.9003144083675,2.005448810145875,10.729186112934094,2.7964156233720745
2005.2500103604102,200.0,2.0,11.282771625235307,2.413166
2892.9352469529176,264.6141368521189,2.8851271373073324,9.364094712101368,2.759349679361621
2063.45604635181,300.0,2.4569367097142862,8.661131925306577,2.413166
2200.994681722351,230.81443492687515,2.071166022726401,11.706352038603185,3.102642
2941.575348528127,261.8746296160665,2.8195867990561645,8.877432348734848,3.102642
1326.1204694287767,223.36224167045054,2.376399828335695,11.308153134369412,2.413166
1364.7575007571331,226.44100785784175,2.616689784220288,8.565238003778184,2.475268761235777
2484.6983540790056,232.99577354082828,2.9354070589898575,11.434208998613393,2.413166
1413.43829744292,200.0,2.8369275869376684,9.332547412904162,2.6270703677519442
2971.8105928246464,300.0,3.0,8.0,2.843118295677737
1793.1905096201262,249.7487585136177,2.8758482592346946,9.361675659026028,2.79163231879214
1626.272594279621,298.5793848599398,2.105829424398603,9.809679507241569,2.630776025075128
2961.4710132401924,265.1170611838827,2.095889597603933,12.0,3.102642
2740.257395717212,209.68821468705463,2.0,10.82080457924541,2.413166
2933.779480213285,234.15440260408087,2.2977003933505404,8.641756497673084,2.5057368405168923
2453.0223291376924,200.0,3.0,8.931389563850695,2.676478462751729
1569.3871574726486,289.43435420442785,2.0,10.247327536682983,2.7358250659709147
2955.032476549517,256.861238712818,2.2580999200093563,8.626494604024332,3.102642
