Engine_RPM,Injector_Flow_Rate,Injector_Pulse_Width,Injector_Timing,Fuel_Pressure,Anomaly_Score,Anomaly_Score_IFR_Norm,Anomaly_Score_IPW_Norm,Anomaly_Score_IT_Norm,Anomaly_Label,Datetime
1620.8487130700028,161.13696432573414,3.1512526764333217,15.287632286253988,0.2139197195592,-0.05419325202294656,-54.19325202294656,-0.5419325202294656,-5.419325202294656,-1,2023-12-21 07:40:00.000000000
1558.6983113648816,159.14351673161426,3.799856128043471,15.14475698719144,0.1663820041015999,-0.044005335154734926,-44.00533515473492,-0.44005335154734926,-4.400533515473493,-1,2023-12-21 07:40:01.381381381
1744.0616026504931,165.1237380497565,3.0,17.0,0.1808302821269585,-0.020437373087263344,-20.437373087263346,-0.20437373087263344,-2.0437373087263344,-1,2023-12-21 07:40:02.762762762
2120.8665998822044,154.05898811570518,5.0,16.38754756653089,0.1762453827526001,-0.06552791312583883,-65.52791312583884,-0.6552791312583883,-6.552791312583883,-1,2023-12-21 07:40:04.144144144
1504.876745412271,169.6127633930137,4.866270063115211,15.139102434353957,0.1849978037063634,-0.027836861449022754,-27.836861449022756,-0.27836861449022754,-2.7836861449022754,-1,2023-12-21 07:40:05.525525525
1500.0772222516375,146.99456060550466,3.224243451148693,17.0,0.2139197195592,-0.042872878637499556,-42.872878637499554,-0.42872878637499556,-4.287287863749956,-1,2023-12-21 07:40:06.906906906
1203.2010618548536,124.10125882048756,3.122352530901096,14.20566780924262,0.20453903486556,-0.043347926373343504,-43.347926373343505,-0.43347926373343504,-4.334792637334351,-1,2023-12-21 07:40:08.288288288
947.9383189936416,126.78388606130676,3.528955604418676,17.0,0.1752115040176586,-0.07081670205630153,-70.81670205630152,-0.7081670205630153,-7.081670205630153,-1,2023-12-21 07:40:09.669669669
1469.8023819927548,123.29015602578328,3.92711300400768,15.608760610691212,0.1982732286495011,-0.030144830443268322,-30.144830443268322,-0.3014483044326832,-3.0144830443268322,-1,2023-12-21 07:40:11.051051051
1966.979577333124,150.91196929880883,3.0,17.0,0.2139197195592,-0.05806493346812125,-58.06493346812125,-0.5806493346812125,-5.806493346812125,-1,2023-12-21 07:40:12.432432432
1488.6682938516078,102.61110171715008,3.0,16.387003648658364,0.1809973767626757,-0.018051557275621577,-18.051557275621576,-0.18051557275621577,-1.8051557275621577,-1,2023-12-21 07:40:13.813813813
1009.8253126419756,100.0,3.0,16.028874545639834,0.17776611804615,-0.05605192656844671,-56.05192656844671,-0.5605192656844671,-5.605192656844671,-1,2023-12-21 07:40:15.195195195
2177.5108784636577,164.1477695173929,3.4034738762252856,13.582192998435168,0.1703234145944699,-0.07745410945569109,-77.45410945569108,-0.7745410945569109,-7.745410945569109,-1,2023-12-21 07:40:16.576576576
1780.3521897968828,171.02292116827823,3.1870052633361623,17.0,0.2139197195592,-0.05788337892270046,-57.88337892270046,-0.5788337892270046,-5.788337892270046,-1,2023-12-21 07:40:17.957957957
1558.8811706308777,137.39750289069764,3.0,17.0,0.2020196236417785,-0.03325514285498499,-33.25514285498499,-0.33255142854984987,-3.3255142854984987,-1,2023-12-21 07:40:19.339339339
1416.4580774455858,131.3386176614606,3.003841385652014,13.97188591342404,0.212010700034676,-0.045990312865445415,-45.99031286544542,-0.45990312865445415,-4.599031286544541,-1,2023-12-21 07:40:20.720720720
1132.7718800849457,148.38609777491772,3.0,14.122845540282697,0.2139197195592,-0.06576104459406784,-65.76104459406784,-0.6576104459406784,-6.576104459406784,-1,2023-12-21 07:40:22.102102102
1103.65920995251,170.44503802970326,3.034964777169627,15.210426365585525,0.1663820041015999,-0.05548610765693329,-55.48610765693329,-0.5548610765693329,-5.548610765693329,-1,2023-12-21 07:40:23.483483483
1157.6167265883928,111.01005478106032,4.470003648177677,16.414152958261234,0.1663820041015999,-0.05759665207717812,-57.59665207717812,-0.5759665207717812,-5.759665207717813,-1,2023-12-21 07:40:24.864864864
1729.7612193693894,172.92572177561965,3.3255271532982924,17.0,0.1746094467639765,-0.03553725572916677,-35.53725572916677,-0.3553725572916677,-3.5537255729166772,-1,2023-12-21 07:40:26.246246246
1618.8690381396602,153.3927421426089,5.0,16.90525595697346,0.1796056087860274,-0.03347750487933421,-33.477504879334205,-0.3347750487933421,-3.347750487933421,-1,2023-12-21 07:40:27.627627627
1803.71062546398,160.4292627649905,4.13578528049643,14.319326328722196,0.1976311538321114,-0.04294458498067899,-42.94458498067899,-0.4294458498067899,-4.294458498067899,-1,2023-12-21 07:40:29.009009009
1731.8817649000068,176.82457229198238,3.2042924452040484,15.735917372521897,0.1845327246694849,-0.032408695152600586,-32.408695152600586,-0.32408695152600586,-3.2408695152600586,-1,2023-12-21 07:40:30.390390390
1370.853477825725,152.27370041160555,3.0,13.881859335306936,0.1663820041015999,-0.03800781792191743,-38.00781792191743,-0.3800781792191743,-3.800781792191743,-1,2023-12-21 07:40:31.771771771
1362.8933563205578,199.96911183127543,3.854625248530879,16.101324003710733,0.1727450603262978,-0.03852280829492993,-38.52280829492993,-0.38522808294929933,-3.8522808294929933,-1,2023-12-21 07:40:33.153153153
1452.5203207602776,163.95410998165656,3.6438398692273215,13.0,0.1709100785242816,-0.04113243334275485,-41.13243334275485,-0.4113243334275485,-4.113243334275484,-1,2023-12-21 07:40:34.534534534
1587.3173859394574,171.3227175021499,3.5114881209360878,16.842511956315924,0.1948258521075391,-0.027137805714018137,-27.137805714018135,-0.2713780571401814,-2.7137805714018137,-1,2023-12-21 07:40:35.915915915
1891.47518171892,100.0,5.0,15.757869588959313,0.2139197195592,-0.058734520919262456,-58.73452091926246,-0.5873452091926246,-5.873452091926246,-1,2023-12-21 07:40:37.297297297
913.5502408228456,177.8155229610941,4.116603740527088,15.832436188257576,0.1925542879212333,-0.06065066293328758,-60.65066293328758,-0.6065066293328758,-6.0650662933287585,-1,2023-12-21 07:40:38.678678678
1806.2685876088588,191.98584926897408,4.009423594902053,16.77682842302548,0.2139197195592,-0.0624796810434225,-62.479681043422495,-0.624796810434225,-6.24796810434225,-1,2023-12-21 07:40:40.060060060
1343.4132980257684,105.79876618332966,3.702675266799321,16.79086874029796,0.1663820041015999,-0.04550433081468708,-45.50433081468708,-0.4550433081468708,-4.550433081468707,-1,2023-12-21 07:40:41.441441441
1311.6972337096297,160.00117103197087,3.0,17.0,0.1699675745109976,-0.033364764346733744,-33.36476434673374,-0.33364764346733744,-3.3364764346733744,-1,2023-12-21 07:40:42.822822822
1490.6152957937566,188.76083936706175,3.0,15.33390731195454,0.2139197195592,-0.04440276641785956,-44.40276641785956,-0.4440276641785956,-4.440276641785957,-1,2023-12-21 07:40:44.204204204
800.0,147.1931487845127,3.886718009403532,17.0,0.1663820041015999,-0.09890682260081984,-98.90682260081985,-0.9890682260081984,-9.890682260081984,-1,2023-12-21 07:40:45.585585585
1166.3869120241748,105.67212706261888,4.423609060222495,13.0,0.2018224737002436,-0.04719449999836578,-47.19449999836578,-0.4719449999836578,-4.719449999836578,-1,2023-12-21 07:40:46.966966966
1309.5233634414951,100.0,3.7406300527066105,14.116977885767476,0.1663820041015999,-0.04515150305483495,-45.151503054834954,-0.4515150305483495,-4.515150305483495,-1,2023-12-21 07:40:48.348348348
1436.6444037797946,119.53269272613606,4.491215957079822,13.388712263089904,0.1721846789946544,-0.043830389976358575,-43.830389976358575,-0.43830389976358575,-4.3830389976358575,-1,2023-12-21 07:40:49.729729729
976.9460217161648,149.48906278739156,4.089610402110003,13.920896159170258,0.1663820041015999,-0.07762764730191585,-77.62764730191584,-0.7762764730191585,-7.762764730191584,-1,2023-12-21 07:40:51.111111111
1747.6553379410452,163.29109685636044,3.824704723814603,17.0,0.1663820041015999,-0.044660694863401185,-44.66069486340118,-0.44660694863401185,-4.4660694863401185,-1,2023-12-21 07:40:52.492492492
1353.0460478252944,147.99064459798666,3.4368654162854027,13.0,0.2139197195592,-0.04264471850103768,-42.64471850103768,-0.4264471850103768,-4.264471850103768,-1,2023-12-21 07:40:53.873873873
1668.4691461079965,200.0,3.0,14.31323337414902,0.1810187793842817,-0.017897409800294528,-17.89740980029453,-0.17897409800294528,-1.7897409800294528,-1,2023-12-21 07:40:55.255255255
1515.8117588259404,111.32629258006648,3.970303686325493,13.532163860622092,0.1804381757651185,-0.030051058852738177,-30.051058852738176,-0.3005105885273818,-3.0051058852738177,-1,2023-12-21 07:40:56.636636636
1412.8360420652502,140.06000106525505,4.0695025188438665,13.92161617352046,0.1780728598965508,-0.0361374701551872,-36.1374701551872,-0.361374701551872,-3.61374701551872,-1,2023-12-21 07:40:58.018018018
1555.240795821121,154.52429375938812,3.639706686523145,14.415948216873828,0.2139197195592,-0.04427055759151033,-44.270557591510325,-0.4427055759151033,-4.427055759151033,-1,2023-12-21 07:40:59.399399399
1487.2814783060246,119.3559836548078,3.251274165991395,17.0,0.1895972396872368,-0.027627898341430535,-27.627898341430534,-0.27627898341430535,-2.7627898341430535,-1,2023-12-21 07:41:00.780780780
1314.4287199170662,168.1517714312444,4.625896680034948,17.0,0.1734166949153391,-0.03682711610053824,-36.827116100538234,-0.3682711610053824,-3.6827116100538237,-1,2023-12-21 07:41:02.162162162
1474.334313937503,140.3195067309219,3.0,15.799822989525635,0.1740966468761868,-0.025192388301164104,-25.192388301164105,-0.25192388301164104,-2.5192388301164104,-1,2023-12-21 07:41:03.543543543
1038.3912280747825,130.81850829678007,3.0,13.868521564457795,0.1773908210953485,-0.0518741920872513,-51.8741920872513,-0.518741920872513,-5.18741920872513,-1,2023-12-21 07:41:04.924924924
1114.885629093906,127.9355187017238,4.607221657222307,13.0,0.200645584883093,-0.05569449720063957,-55.69449720063957,-0.5569449720063957,-5.569449720063957,-1,2023-12-21 07:41:06.306306306
829.1852689033276,167.8459862348032,3.0,15.134750909413164,0.1848474492517657,-0.07276284185271031,-72.76284185271031,-0.7276284185271031,-7.276284185271031,-1,2023-12-21 07:41:07.687687687
1265.6512124861583,151.54445137668915,5.0,17.0,0.2139197195592,-0.047787481947912935,-47.78748194791294,-0.47787481947912935,-4.7787481947912935,-1,2023-12-21 07:41:09.069069069
1466.973129042539,200.0,2.7037016160660072,8.575904901172894,0.1990093481670271,0.0020037058205135128,2.0037058205135128,0.020037058205135128,0.20037058205135128,1,2023-12-21 07:41:10.450450450
861.7697614161611,238.25330373367143,2.10752703292902,8.0,0.1703277109295856,-0.07191591051157153,-71.91591051157154,-0.7191591051157153,-7.191591051157154,-1,2023-12-21 07:41:11.831831831
1479.9932877019305,296.307361665267,2.0,9.23496334530035,0.1820664024250659,-0.017430744461860215,-17.430744461860215,-0.17430744461860215,-1.7430744461860215,-1,2023-12-21 07:41:13.213213213
1469.5660707992693,266.59413430167126,3.0,10.753554139154442,0.2005043287714856,0.018787199451880787,18.787199451880788,0.18787199451880787,1.8787199451880787,1,2023-12-21 07:41:14.594594594
1490.507933350823,266.2686811301246,2.7413499100631813,9.511987859238968,0.1999484346078524,0.02764228832197657,27.642288321976572,0.2764228832197657,2.764228832197657,1,2023-12-21 07:41:15.975975975
1489.2753841029762,200.0,2.7693858518380536,10.529550658633768,0.2021352531584732,0.008060338353376995,8.060338353376995,0.08060338353376995,0.8060338353376995,1,2023-12-21 07:41:17.357357357
1583.4427520288898,263.3729560783499,2.3681503801797352,8.94709156383905,0.1663820041015999,0.004056993264202724,4.056993264202724,0.04056993264202724,0.4056993264202724,1,2023-12-21 07:41:18.738738738
855.4849278033652,240.2975256323044,2.0,9.629628324795952,0.1828077591791463,-0.038213162618995766,-38.21316261899577,-0.38213162618995766,-3.8213162618995766,-1,2023-12-21 07:41:20.120120120
1514.0381179892508,300.0,2.6591305305101365,8.926601666594136,0.1951307660497746,0.00017173893428540365,0.17173893428540365,0.0017173893428540365,0.017173893428540365,1,2023-12-21 07:41:21.501501501
930.4839939336056,200.0,2.4280231227318,12.0,0.1666486918079687,-0.0514454916468009,-51.4454916468009,-0.514454916468009,-5.14454916468009,-1,2023-12-21 07:41:22.882882882
989.752113599894,278.8627462764209,2.4850241532366786,10.076443168962951,0.2041088160694434,-0.010956767541004164,-10.956767541004165,-0.10956767541004164,-1.0956767541004164,-1,2023-12-21 07:41:24.264264264
830.2182653614639,294.9875189043056,2.744458518987849,10.596709386030804,0.1796508717794754,-0.0346204168316514,-34.620416831651404,-0.346204168316514,-3.46204168316514,-1,2023-12-21 07:41:25.645645645
942.3176720751848,200.0,2.8461606176567966,8.0,0.1663820041015999,-0.05628330702049833,-56.28330702049833,-0.5628330702049833,-5.628330702049833,-1,2023-12-21 07:41:27.027027027
939.5507496145348,286.731170761754,2.8068222431768275,11.316398508969552,0.2139197195592,-0.0418661933312654,-41.8661933312654,-0.418661933312654,-4.18661933312654,-1,2023-12-21 07:41:28.408408408
1722.8898958630436,300.0,2.0,9.262073881756146,0.2139197195592,-0.03830229930619222,-38.302299306192225,-0.3830229930619222,-3.8302299306192222,-1,2023-12-21 07:41:29.789789789
849.9205302101814,241.60326394503505,2.732902625805581,8.0,0.1911061843341859,-0.026728162937400324,-26.728162937400324,-0.26728162937400324,-2.6728162937400324,-1,2023-12-21 07:41:31.171171171
1524.9746996639174,300.0,2.4859735882509044,10.441447181152013,0.2095203634058735,-0.008449538789436106,-8.449538789436106,-0.08449538789436106,-0.8449538789436106,-1,2023-12-21 07:41:32.552552552
1110.6216510104778,200.0,2.3174941104570648,9.282357964420418,0.2139197195592,-0.030953692097955177,-30.953692097955177,-0.30953692097955177,-3.0953692097955177,-1,2023-12-21 07:41:33.933933933
2299.650643979176,284.57597416750883,2.2330584753848126,8.983018112591266,0.1663820041015999,-0.06336372633293152,-63.36372633293153,-0.6336372633293152,-6.336372633293152,-1,2023-12-21 07:41:35.315315315
1659.0167083837257,237.13994487690928,2.866045499550403,10.847434618785304,0.1801974400112715,0.031224601421522113,31.224601421522113,0.31224601421522113,3.122460142152211,1,2023-12-21 07:41:36.696696696
2276.3375538279934,240.04528390243496,2.844839978338363,9.497068543448403,0.1987337226637272,-0.0330080036702739,-33.0080036702739,-0.330080036702739,-3.30080036702739,-1,2023-12-21 07:41:38.078078078
1330.2351475705525,262.49416836444965,2.0,8.0,0.1663820041015999,-0.02963842473868805,-29.63842473868805,-0.2963842473868805,-2.963842473868805,-1,2023-12-21 07:41:39.459459459
1202.0285483921978,300.0,2.8306655576598363,10.79737454017314,0.1812713892279634,0.0049091511222701945,4.9091511222701945,0.049091511222701945,0.49091511222701945,1,2023-12-21 07:41:40.840840840
2125.938182758091,267.424313000673,2.059499306915609,12.0,0.1949565524764021,-0.037783395789790175,-37.78339578979018,-0.37783395789790175,-3.7783395789790175,-1,2023-12-21 07:41:42.222222222
1447.3996241536088,237.052325934417,2.533974700591581,8.777066775778373,0.2051012404720662,0.00642294789943898,6.42294789943898,0.0642294789943898,0.642294789943898,1,2023-12-21 07:41:43.603603603
1029.1615454595362,285.5800993795043,2.653920840648304,9.905636725935278,0.2110618133063815,-0.022433227225194696,-22.433227225194695,-0.22433227225194696,-2.2433227225194696,-1,2023-12-21 07:41:44.984984984
1425.0321383659582,248.90540845813624,2.222875124135061,11.418302340474671,0.2028550003698629,0.006660155610775653,6.660155610775654,0.06660155610775653,0.6660155610775653,1,2023-12-21 07:41:46.366366366
1066.8675414143725,278.5100005701642,2.0,8.0,0.1937246213484986,-0.03745665272140963,-37.45665272140963,-0.37456652721409633,-3.7456652721409633,-1,2023-12-21 07:41:47.747747747
1329.0348699370682,202.7111662501273,2.415583073699113,8.0,0.1715782160004278,-0.01068956618723338,-10.689566187233378,-0.10689566187233379,-1.068956618723338,-1,2023-12-21 07:41:49.129129129
1349.4699374175157,283.51544029066287,2.818189922696844,9.514104513585432,0.1972253158874289,0.008508744722651396,8.508744722651397,0.08508744722651396,0.8508744722651396,1,2023-12-21 07:41:50.510510510
800.0,241.16627732286727,2.961319910351408,10.02096488513668,0.2075794721164283,-0.044293651191709804,-44.293651191709806,-0.44293651191709804,-4.42936511917098,-1,2023-12-21 07:41:51.891891891
1358.6117009439008,300.0,2.602743430852368,11.977567998406991,0.1733741954492908,-0.020263237321533456,-20.263237321533456,-0.20263237321533456,-2.0263237321533456,-1,2023-12-21 07:41:53.273273273
1490.2718319051362,241.44528236797908,2.6230222837592136,8.953425576610188,0.1910258835467125,0.033912172682122044,33.91217268212204,0.33912172682122044,3.3912172682122046,1,2023-12-21 07:41:54.654654654
2270.197505396687,235.3969966923144,2.040716833362373,8.691877147769985,0.199128873914246,-0.05087678334604184,-50.87678334604184,-0.5087678334604184,-5.087678334604185,-1,2023-12-21 07:41:56.036036036
1700.0299565150804,299.4443684918485,2.5594558583508364,12.0,0.176801143136942,-0.011378753867820501,-11.378753867820501,-0.11378753867820501,-1.1378753867820501,-1,2023-12-21 07:41:57.417417417
1496.373102420006,281.57215600918386,2.4721593543216667,8.380266949487144,0.1909438144079902,-0.0011092178294574984,-1.1092178294574984,-0.011092178294574984,-0.11092178294574984,-1,2023-12-21 07:41:58.798798798
1450.8361535025758,216.9287643839467,3.0,8.0,0.2082918874484125,-0.020693381790417353,-20.693381790417355,-0.20693381790417353,-2.0693381790417353,-1,2023-12-21 07:42:00.180180180
1437.7968116762793,296.47082919973064,2.0,11.27334995720702,0.1663820041015999,-0.02241535987381693,-22.415359873816932,-0.2241535987381693,-2.241535987381693,-1,2023-12-21 07:42:01.561561561
1949.9150906828847,262.5439343058737,2.0,10.68741071936658,0.1801064946053822,-0.011705574269400443,-11.705574269400444,-0.11705574269400443,-1.1705574269400443,-1,2023-12-21 07:42:02.942942942
1760.3429022002404,277.0710955464623,2.0,10.47698772777278,0.1802105607485361,-0.0005780747214390036,-0.5780747214390036,-0.005780747214390036,-0.05780747214390036,-1,2023-12-21 07:42:04.324324324
2037.2134039405253,264.7730100527285,2.776820484810325,8.0,0.1663820041015999,-0.039338186357371074,-39.33818635737107,-0.39338186357371074,-3.9338186357371074,-1,2023-12-21 07:42:05.705705705
